"Jeff Bezos",113000000000,56,"US","Amazon"
"Bill Gates",98000000000,64,"US","Microsoft"
"Bernard Arnault",76000000000,71,"FR","LVMH"
"Warren Buffett",67500000000,89,"US","Berkshire Hathaway"
"Larry Ellison",59000000000,75,"US","Oracle"
"Amancio Ortega",55100000000,84,"ES","Zara"
"Mark Zuckerberg",54700000000,35,"US","Facebook"
"Jim Walton",54600000000,71,"US","Walmart"
"Alice Walton",54400000000,70,"US","Walmart"
